fitness,finished,diversity,individual
6,True,2,"(1, 1, 2, 2, 1, 2)"
8,True,2,"(3, 1, 0, 1, 2, 2, 1, 2)"
8,True,1,"(3, 0, 1, 1, 2, 2, 1, 2)"
6,True,2,"(1, 1, 2, 2, 1, 2)"
6,True,1,"(1, 1, 2, 2, 1, 2)"
6,True,0,"(1, 1, 2, 2, 1, 2)"
6,True,2,"(1, 1, 2, 2, 1, 2)"
6,True,2,"(1, 1, 2, 2, 1, 2)"
6,True,0,"(1, 1, 2, 2, 1, 2)"
6,True,3,"(1, 1, 2, 2, 1, 2)"
6,True,3,"(1, 1, 2, 2, 1, 2)"
7,True,2,"(0, 1, 1, 2, 2, 1, 2)"
6,True,1,"(1, 1, 2, 2, 1, 2)"
7,True,1,"(1, 1, 0, 2, 2, 1, 2)"
6,True,3,"(1, 1, 2, 2, 1, 2)"
16,False,3,"(1, 1, 2, 2, 1, 2, 2, 3, 2, 2, 0, 0, 2, 0, 1, 2)"
7,True,2,"(3, 1, 1, 2, 2, 1, 2)"
6,True,2,"(1, 1, 2, 2, 1, 2)"
6,True,1,"(1, 1, 2, 2, 1, 2)"
6,True,2,"(1, 1, 2, 2, 1, 2)"
6,True,1,"(1, 1, 2, 2, 1, 2)"
25,True,11,"(1, 3, 0, 3, 1, 3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 2, 0, 1, 1, 2, 2, 1, 2)"
6,True,2,"(1, 1, 2, 2, 1, 2)"
6,True,1,"(1, 1, 2, 2, 1, 2)"
8,True,2,"(3, 3, 1, 1, 2, 2, 1, 2)"
7,True,2,"(1, 0, 1, 2, 2, 1, 2)"
6,True,2,"(1, 1, 2, 2, 1, 2)"
15,False,4,"(1, 0, 1, 2, 2, 2, 2, 1, 3, 1, 1, 1, 3, 1, 3)"
6,True,2,"(1, 1, 2, 2, 1, 2)"
11,False,2,"(2, 0, 1, 2, 2, 1, 2, 3, 0, 0, 2)"
